gene	K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
200789_at	324.3	314.8	625.5	562	670	320.3	445.8	478.3	515.3	604.8
200790_at	577.5	1247.5	1313.5	1193.5	1158.8	938.8	1260	1203.3	1246.3	1106.5
200791_s_at	300	433.3	690.5	532.3	513.3	486.5	447.8	785	757.5	889
200792_at	581.5	815	906	714.8	1351.3	620.8	953.3	898	1073.3	1053
200793_s_at	241	295.5	545	458	699	341.5	469.5	417.8	582.3	621
200794_x_at	985.3	1747.3	2680.3	1727	2082.8	1121.8	2672.8	2334.8	2573	2298.5
200795_at	114.8	73.5	99	121.5	135.5	100.5	101.5	104.5	121.8	197.3
200796_s_at	90.3	81.3	215.5	279.3	249.3	99.5	245.3	254	219.3	400.8
200797_s_at	857.8	1174.3	1542.3	1386.8	2016	1695.8	1999.3	1740	1622.8	1181.5
200798_x_at	137.5	156.8	438	466.8	584	199.8	506.3	576.8	573	452
200799_at	137.5	166.5	177.3	180.3	712.3	137.5	266	170.8	211.8	191.3
200800_s_at	119.3	134.8	149.3	157.5	303.5	160.8	139.3	151.3	144.3	274.5
200801_x_at	4649	6953	9548.3	7671.5	8738	6343.5	13019	7675.5	7855.5	6084.5
200802_at	282.5	309	431	467	639.8	330.5	406.3	430.5	437.8	482.5
200803_s_at	341.5	404.5	1442.3	1051.5	1917	368.3	1268.5	1211.5	1117.5	1291.3
200804_at	863.3	850.8	1459.8	1347.8	1819.8	965.8	1388.3	1503.3	1323.3	1169.8
200805_at	166.3	174.3	273.8	238.5	336.5	180.8	248	222.8	294	350.5
200806_s_at	274.5	242	462.3	321.3	630.8	268.8	539	518.3	487.3	569.3
200807_s_at	356	444.8	619.3	478.3	687.5	485.5	641.8	539	742	537
200808_s_at	165.5	131	266	226.3	223.3	152	243.3	268.3	395.3	366.8
200809_x_at	4211.5	5824	9361.8	5631.8	6402.3	4276.5	10375.8	7559	8497	7126
200810_s_at	1002.3	1410.3	1999.3	1057.5	1795.5	686.5	1577.8	1595.8	1864	1635.5
200811_at	584.5	845.5	1807.8	874.5	1541.5	675.8	1031.5	1411.5	1697	1511.3
200812_at	257.5	397.3	408	437.8	626.8	335.5	427	392	506.5	534
200813_s_at	216.8	182.8	362.5	376.8	399.3	260	290.3	402	374.5	494
200814_at	603.3	1120.8	1440.3	749.3	1260	898.8	1230.5	1210.8	1616.8	1420.8
200815_s_at	196.8	169.8	359.5	282	413.8	215.5	386.8	384	352.3	388.3
200816_s_at	314.3	237.8	364	381	401	317.3	260.5	351.3	430	430.3
200817_x_at	6126	8113.8	12633	8685.8	10561.3	2921.3	12388.5	9178	9039.8	7809.3
200818_at	513.8	900.5	1238.3	704	935	707.3	1059	1009.3	1139.8	1096.8
200819_s_at	4939	8036.8	10551.8	7331	8887.5	4707	10985	8658.5	9095	7732.5
200820_at	257.3	364.3	439.8	392.8	592.8	285	282	369.3	394.3	474.3
200821_at	102	89.8	112.3	113.5	143	84.8	124.5	109	174	187.5
200822_x_at	411.3	543	740.3	745.8	1143.8	526.8	866.3	682.8	816.8	847.3
200823_x_at	1833	2535.8	5352.5	3464	3898	2497.8	5023	4391.5	4662	3607.8
200824_at	272.8	220.8	340.5	435	874	242	310.3	318.8	408.5	447.8
200825_s_at	229.3	295.3	387	323	527	354.5	522.3	381.5	453.8	435.8
200826_at	757.5	1348	1273.3	1175	1367.3	949.8	1269.5	969	1171.8	1213.5
200827_at	137.8	117	195.8	187	200.5	126	151.8	202.8	191.3	299.5
200828_s_at	450.5	554.3	1121.3	813.8	1202.5	530	1147.3	1063.3	1113.5	1019.3
200829_x_at	361.3	419.8	619.8	486.3	658	364	635.3	601.8	722.5	659
200830_at	311.5	391.5	498	412.8	535.3	409.3	457	490.8	451	503
200831_s_at	236	152.5	314	325	397	240.8	300.5	294.3	310.3	740
200832_s_at	151.3	80	154.8	123.3	217.8	127.3	154	142.8	146.5	234
200833_s_at	354	394.3	660.8	511.3	536.8	387.3	626.5	756.3	929.8	577.5
200834_s_at	3668.5	4119.5	6953.3	4245	5113.5	3321.8	7001.3	5388.5	6435.8	5352.3
200835_s_at	140.5	121.8	196.8	174.3	184	143	154.8	173.3	192.8	307.8
200836_s_at	193.3	171.3	254.8	254.3	309.3	220.8	304.3	288	251.5	349.8
200837_at	309.3	602.3	548.3	490	794.5	381.8	584.8	458.8	694	581
200838_at	124.5	124.3	244.8	231.3	407	150.3	284	176.3	290.3	328.8
200839_s_at	271.5	252.3	399	452.5	558.3	324	540.3	364	458.5	635.8
200840_at	547	920	959.8	611.3	1165	620	645.3	850	986.3	850.8
200841_s_at	122.3	93	186.5	214.3	206	116.3	197.3	207.5	204.3	298.5
200842_s_at	239.5	131	275.8	258.8	318.3	177.3	273	254.3	275.5	363.3
200843_s_at	326	298.3	357.5	369.8	428.5	261	366.3	367.3	388.8	427
200844_s_at	352.3	518.3	674	666	836	380.5	662.8	633.5	652.8	622
200845_s_at	233	299.5	308.8	352.8	381	195.3	264	279.8	352.8	341.3
200846_s_at	310.8	533.3	729.8	603.8	967.3	479.8	614.8	727.8	760.8	826
200847_s_at	535.8	926	1247.3	735	952.8	659.8	1027.5	1111.3	1561	1167.8
200848_at	172	149.5	247.3	206	346.5	206.5	318.3	250.8	237.3	272.8
200849_s_at	249.3	265.5	410.5	325	581.3	321.3	340.8	374.3	363.8	350.3
200850_s_at	253.5	395.8	446.5	304	582.8	335.8	355	395.8	478	497.3
200851_s_at	420.5	511.5	911	632.3	1109.3	591.8	778.5	979.5	1008	696.5
200852_x_at	213	233.8	527	382.8	709.8	299.5	489.8	479	437.3	704.8
200853_at	338.5	417.8	484.3	314	693.8	267.5	337.3	494.8	674.8	448.3
200854_at	192.8	142.3	239.8	227.3	335.3	191.3	192.8	265.5	227.5	310.8
200855_at	141.3	85.5	134.5	175.5	188	158	150.3	164	189	242.3
200856_x_at	167	118.8	174	207	236.3	169.5	171.3	181.8	183.5	234.5
200857_s_at	228	220.3	382.5	310.8	410.3	266.3	311.8	344.5	378.3	414
200858_s_at	2573	2969.8	4849.5	2663.8	4181.8	2446.5	3717.5	3932.5	4501.8	3459.5
200859_x_at	359.8	462.8	1026	1174.5	1018	588	925.3	898.3	801.5	993.8
200860_s_at	462.3	626	844	779.5	1013	677.5	747	982	842.3	960.8
200861_at	367.8	253	485.5	446.8	597.3	350	373.8	502.8	467.5	579.3
200862_at	176.5	96.5	130.3	177	178	118	155.5	151.5	183	254.8
200863_s_at	354.3	440.5	692	664	792	646.3	774.5	688	662.8	709
200864_s_at	85	92.3	127	113.5	141.5	115.3	131.3	114.5	159.3	175.3
200865_at	80.8	63.3	91.5	91.3	103.8	81.3	90.5	80.5	111.5	197.5
200866_s_at	334.8	341.8	1054.5	605.5	824.3	316	1309.3	1115	1529.8	966
200867_at	200.8	250.5	304	200	392.5	265.3	215	294.8	344.8	376
200868_s_at	227.3	244	436.8	313.3	601	226.8	426.5	426.8	437	432
200869_at	4724.5	6412.3	8038.3	6612.8	7354.3	3004	7519	7036.3	7212.5	6144.5
200870_at	394.5	394.5	549.8	535.5	581	390	468.3	516	617.8	534
200871_s_at	683.3	841.5	1857.8	885.3	1545.8	822.3	1838	1733	2297.8	1922
200872_at	507	309.3	574.3	603.8	678.5	278.3	720	672.8	887.8	854.5
200873_s_at	324	496.8	561.3	510.3	542	362	584.8	689.5	790.3	782
200874_s_at	241	169.3	271	317.5	333.8	221.3	266.5	257.3	254	349.3
200875_s_at	198	267.8	236	242.3	446.3	235.3	204.8	260.5	274	370.5
200876_s_at	324	407.5	635	516.5	770.5	387.5	711	580	772.5	691
200877_at	613	630.5	788.8	767	1421	498	735.3	749	813.5	820.8
200878_at	112	90.3	117.3	148.8	147.5	108	128.5	115.5	143	311.8
200879_s_at	117.8	84.5	117	144	144.5	123	141.3	108.8	134.8	311
200880_at	215	298	302.8	373.8	446.3	265	314	308.5	445.5	348.8
200881_s_at	244	319.5	398	406.8	507.3	314.3	424.5	354	520	511
200882_s_at	330	474.5	490.8	407.5	581	375.5	261.3	404.5	470.8	493.5
200883_at	201.3	217.3	353	273.5	456.8	176.8	368	288.8	419.3	419
200884_at	132.3	105.3	170	192	188.8	133.5	195	164.5	229.5	305.8
200885_at	175.5	292.8	267	586	426.5	237.5	211	229.8	298.5	369.3
200886_s_at	413	592.3	733	714.5	948	469.3	699	693.5	814.3	951
200887_s_at	276.8	287.8	395.5	279	362.3	448	407.3	400.5	439	415.3
200888_s_at	2785.3	3823	4930.8	3645.8	4228	2566.8	4765.3	4137.8	5208.8	3855
200889_s_at	122.3	136.3	183	214.3	245.3	157	235	189	250.8	439
200890_s_at	102.8	96.3	158.3	176	227.8	114	217	165	189.5	238.5
200891_s_at	265.8	477.3	392.8	316.3	498.5	427.5	462.8	426.5	503.3	421.8
200892_s_at	351.8	429.3	775	693.5	906.3	403.8	1029.3	785	780.5	707.8
200893_at	334.8	606	748	599.3	845.5	548.5	590.3	707.3	791.5	710.8
200894_s_at	140.8	131.3	182.8	191.8	275.3	163.3	145.8	166.5	192.5	293.5
200895_s_at	212.8	249.5	274	280	443.5	244.3	267.8	262	281.5	350.3
200896_x_at	418.5	537.5	755.8	539.8	886.5	522	816.8	635.8	804.3	682.8
200897_s_at	96	114.8	108.8	251.3	118	92	131.3	98.5	128.5	205
200898_s_at	472.8	546.5	884	766.8	1167.5	598.5	874.5	1196.5	1101.5	874.5
200899_s_at	418.5	510.5	651.8	663	709.3	524.3	518	744.5	876.5	639.8
200900_s_at	179	149.8	275.3	265.8	416.5	213.5	261.3	277.5	289.8	348.8
200901_s_at	343.3	252.5	480.8	388.5	614.5	302.3	504	459.8	469	390
200902_at	259.3	429.5	566.5	250.8	497.8	218.3	475.3	568.8	770.8	503.3
200903_s_at	151.8	174.8	287.5	236	472	218	261.8	234.8	236.8	349
200904_at	549	1074.8	1583.3	754.5	1055.8	884.3	1786	1244.3	1472.5	1584.5
200905_x_at	1850.8	2515.3	4886.5	3150.5	2784.8	1553.5	4658.3	3690.8	4461.5	3666.3
200906_s_at	108.8	92.3	126.5	193	155	113.3	150.3	117	144	246.8
200907_s_at	94.3	93.5	98	220.5	130	87.8	105.8	109.8	132.5	237.8
200908_s_at	171.8	126.3	188	194.3	210.5	133.5	200.3	205.5	158.3	258.3
200909_s_at	4727.3	6562.5	9300.8	5560.3	7914	5016	10208.5	7891	7717.8	6795.3
200910_at	281.5	382	460.3	450.5	636	363.8	382.5	448.8	442.8	491.3
200911_s_at	473.3	606	688.5	523.3	930.5	604.5	748.8	673	789.5	677
200912_s_at	1575.8	2359.8	3037.8	2307.5	3848.5	1758.5	3695	3240.8	3039.3	2379.8
200913_at	183	193	304.3	298	363.8	231.5	244.8	293.8	326.8	385.8
200914_x_at	162.8	156.3	274.8	181	255.3	117.3	277.3	246.8	272.3	236
200915_x_at	269.5	293.3	442.5	431.5	438	361.5	433.8	531.5	609	407
200916_at	406.8	761.5	1772.5	1388.3	1130.8	650.8	1427	1159	1289	1298
200917_s_at	102.3	88	209.3	209.3	324	117	199.5	217.3	200.8	250
200918_s_at	312.3	241.3	568.8	393.5	783.8	412.8	710.8	553.5	627	627.3
200919_at	266	274.3	401	392.5	476.3	307.5	374.3	386	494	471.5
200920_s_at	1389	2949.5	6635.5	3158.3	3835	1888.5	6127	6466.3	6072.3	5443.3
200921_s_at	1087.8	1067.3	3417.8	1793.3	2472	1451.5	2606	3237.5	3219.8	2183
200922_at	157.3	128.8	200	216.8	331	158.5	189.3	231	183	264.3
200923_at	129.3	111.5	174.5	184.8	188.8	138	168.5	186.3	205.8	294.3
200924_s_at	267.3	233.8	381.3	430.3	442.3	251.8	353	402.3	346.3	482.8
200925_at	467.5	812.5	899	690	1019	668	1091.5	675.5	897.8	991.3
200926_at	7786.3	7611	11185.5	8986.3	8747	7018.5	13832	9702	9924.5	7747.5
200927_s_at	205.8	223	360.3	299.8	443.8	226.8	449.5	379.5	393	463.8
200928_s_at	77.5	66	90	99.3	91	86.3	89.5	89	107.3	142
200929_at	222.5	156.3	455	320	322.5	200.3	454	331.5	443.5	526
200930_s_at	103	82.3	117.3	140	145.5	107.5	116.3	115.3	137	208
200931_s_at	342.8	268	641.8	339.3	560.3	411.5	498.8	578	635.5	547.3
200932_s_at	294.3	317.8	386.3	466.3	552.3	345.5	310.3	391.5	426.3	486
200933_x_at	4853	5398.8	9187	6342.3	7869.8	4723	14908.3	7635	7900	6971.8
200934_at	354	330.3	384	433	560.5	337.8	517.5	555.3	525.3	413
200935_at	111.5	100.5	216.5	166.3	271.5	141.5	213.8	201.8	221.5	309.3
200936_at	1606.8	3834.5	5241	3022.8	3803.3	1797.5	5449.5	4370	4857.8	4278.5
200937_s_at	2410.8	2927.5	4786.5	3426.5	3642.8	2586.5	3791.8	4361.3	4541	3682.3
200938_s_at	83.8	66.5	93.3	94.8	111.3	87.8	104.8	97.8	117.5	245.8
200939_s_at	73	64	130.5	112.3	137	83.3	127.3	147	129.5	234.8
200940_s_at	419.3	423.3	757.5	608	692.5	508	650	748.5	830.3	695
200941_at	233.8	189.8	324.3	283	394	256	293.5	319.3	346.5	451.3
200942_s_at	153.8	181.3	221.3	219.3	335.3	201.5	238	222.3	270.3	372.3
200943_at	529.8	668.8	1326.8	1007.8	978.3	934.8	1047.3	1236.8	1534.3	1517
200944_s_at	588.3	1063.5	1200.8	1150.5	1012.5	848	1113	1178.3	1364.3	1206
200945_s_at	226.5	341	484.3	441	593.5	364.8	387.3	517.8	528	418.8
200946_x_at	189.5	148	353.5	320.3	431.3	196.3	308.3	383.3	341.8	380
200947_s_at	213	243	480.8	368.5	475.3	279.3	380.8	441.8	383.3	432.8
200948_at	161.5	209.5	337.5	278.3	399.8	260.8	247	348.3	414.5	390.8
200949_x_at	4129.5	4590	8768.3	3886.3	5352	3747.3	8742	6521.8	7118.8	6744.8
200950_at	208.5	271.5	330	327.5	410	231.5	295	309	325.8	405.5
200951_s_at	108.5	91.8	134.3	165.5	182.3	126	143.3	140.5	158.5	282.5
200952_s_at	137.8	92.3	137.8	195.3	199	136.5	141.3	153.8	180	220.8
200953_s_at	372	176.8	333.5	574.8	700.5	330.3	332	355.8	411	358.5
200954_at	284.8	338	472.3	536.3	823	359.5	435.3	471	555.8	588.8
200955_at	232.8	239.3	310	300.3	485.8	218.8	300.5	345.3	312	334.5
200956_s_at	207.3	236.3	333.3	297.8	414	229.5	270	303.3	347.5	477
200957_s_at	291.8	217.5	419.8	289.8	452.3	274.8	343.5	398	416.3	375.5
200958_s_at	220.5	311	394	403.8	426.5	283.3	395.8	503.5	586.3	542.5
200959_at	427.3	442.3	483.3	379.8	756.3	445.3	385.3	431	449.8	405.3
200960_x_at	330.8	347	564	408.8	823.3	418.3	520.8	452.5	615.5	601.3
200961_at	217	163.3	276.3	233	279	161.5	283	263.3	246.5	311
200962_at	266	218.3	331.8	288	296.5	167.5	408.5	339	382.3	252
200963_x_at	3813	5322	7204	5388.8	5470.5	4159.8	10744.3	6559	7553.8	5839.5
200964_at	416.3	607.8	637.5	563.5	808	607	600	652.5	632.5	602.3
200965_s_at	454.5	334.3	831.5	591.3	539	488.5	462	721.5	926.3	666.3
200966_x_at	706.5	900.3	1036.3	1194.8	1804.8	697.3	1156.8	958.3	1202.3	1434
200967_at	196	203.5	343.8	381.3	368.8	271.3	411.5	323	381.3	552.5
200968_s_at	244.5	273	349.3	579.5	404	331.3	540.3	384.5	341.5	440
200969_at	119.8	144.3	181.8	165.5	165.3	118.3	191.5	199.8	264.3	271.3
200970_s_at	189.5	208	308.3	281.3	301	202	374.8	331.8	379	333
200971_s_at	390.3	484.5	1076.3	623.8	865.5	413	1094.5	947.8	1219.3	1042
200972_at	350.3	253.3	732.3	436.3	430.8	267	492.5	786	753.5	733.3
200973_s_at	202.5	209.3	556	291	346	216.5	474.8	588.5	580.3	513
200974_at	137	139.8	206.5	194	247	164.5	220.5	193.5	232.5	294.5
200975_at	264.5	273.5	457.8	373.3	577.3	277.5	512.3	467	531.5	507
200976_s_at	406.5	422.5	595.3	654.5	571.5	487.3	547.5	596.3	587	588.5
200977_s_at	190.3	254.8	242.3	253	292.5	252.3	286	269	302	407.8
200978_at	468.5	499	643.8	744	768.8	603	693.5	652.5	682.3	630
200979_at	133.3	114.5	141.5	173.8	205.8	121.8	146.3	146	143.8	246.3
200980_s_at	278	266.5	418.5	370.3	518.8	362.3	374	389	405.5	445.5
200981_x_at	3087	3591.5	4291.8	3146.3	6149.3	3306	4150.8	3334.5	3768	3277
200982_s_at	303.5	382.5	949.5	543	1182	620.5	853.5	1028.3	774.8	785.3
200983_x_at	155.5	179.5	238.8	273.5	315.8	137.5	378	225.8	295	332.5
200984_s_at	214.5	174.8	259.5	288.5	347	175.5	258.3	241	258.5	370
200985_s_at	163	177.5	199.5	207.3	226.8	120.3	203.3	167	240.8	231.8
200986_at	95.8	89.3	118.8	138.3	144.3	103.5	131.5	115.5	148	284.5
200987_x_at	125	134	269.3	245	382.8	133.8	273.5	272.3	279.3	365.3
200988_s_at	149.3	117.3	165.5	164.8	238.8	127.5	162.5	165	178	308.3
200989_at	231.5	345.5	1354.3	181	360.3	302	1098	1338	1862.8	1150.3
200990_at	433	545	830.3	386.5	935.8	433.5	623.3	580	749.8	644
200991_s_at	338.8	457.3	592.3	471.3	774	425.8	770.3	568	594.5	573.3
200992_at	275.3	214.5	347.5	415.3	455.3	213.3	317	363.3	372.3	385.3
200993_at	181.5	182	298	285.8	374.3	280	291	318.3	341.3	318
200994_at	152	132.8	183	195.3	228.5	177.8	186.5	216.5	246.8	243
200995_at	108.5	138.5	141.5	162	203	124.8	133	148.3	181.8	193.8
200996_at	311.3	328.3	492.3	417.8	529	406	444.8	589.5	595.8	512
200997_at	251.5	303	375.3	295.5	638.8	283.3	381	405	379.3	445
200998_s_at	257.8	500.8	288	709.5	911.3	390.8	376.3	292.8	268.8	319.8
200999_s_at	328	768.5	258.8	699.3	767.8	430.3	366.3	267.8	337	434.8
201000_at	413.3	330.5	448.8	416.5	586.5	379.5	507.3	420.8	424	411
201001_s_at	212.5	157.3	295.3	304.8	336.5	169	268.8	302	299.5	376.8
201002_s_at	392.3	391.3	660.8	418	740.3	463.8	487.3	560	593.3	664.3
201003_x_at	261.8	207.8	414.3	298.5	506	221.8	380.8	390.8	410.8	506
201004_at	414.8	530.5	1003	673.5	850	443.8	1074	901.8	1081.3	1095.8
201005_at	135.3	82.8	228.5	203.3	241	88	260.3	176	220.3	377.3
201006_at	107.5	117.5	159.5	184	195.8	137.3	147.8	154.3	180.5	293.8
201007_at	331	378.5	466	630.5	730.3	430.5	493.3	435	518.8	457
201008_s_at	1866.5	1393.5	8854.3	5162.3	7263.8	454.8	7141	8014.5	7795.8	6466.8
201009_s_at	3026.3	2499	9243.5	5440	7668	1100.3	8892.5	8657.5	7398.5	6979.8
201010_s_at	3558.3	4981.3	9903.3	4039.3	8666.5	1448.5	8989.8	7803.8	9207	6950.8
201011_at	168.8	164	266.5	224.8	276	170.3	239.5	214	303.8	358.8
201012_at	109.3	111.3	233.3	120	117	88.5	330.3	315.8	597.3	502.3
201013_s_at	138.8	134.5	213.5	206.5	253	200	238	218.5	296.3	290
201014_s_at	109	85.8	155.5	151.8	161.5	121	164.3	168.8	175.3	220.3
201015_s_at	152	113	401.3	237.8	220.3	161.8	355.8	293.8	420.3	369
201016_at	70	77	86.5	107.3	122.8	77.8	117.3	117.8	120.3	202
201017_at	169	113.8	274.3	288.3	276.3	137.5	263.3	280.5	222.8	338.8
201018_at	209.5	179	274.3	272.3	263.3	174	370.5	328	312	297.5
201019_s_at	217.3	206	337.8	335	356.3	206.8	334	358.5	362	277.3
201020_at	177.5	140.5	251	304.8	504	228.8	238.5	260.5	310.3	368
201021_s_at	87.8	96.5	169	127.5	209.3	103.3	199.3	199.8	228.3	223
201022_s_at	110.3	161	170.5	151	217.3	158	206.5	207.8	272.5	276.3
201023_at	323	550.5	711.5	420.3	932.5	351	623	562	628.3	603.8
201024_x_at	423.3	455.8	476.5	586.8	460.8	500	444.3	526	450.5	499
201025_at	124.8	100.3	173.5	186.3	177.3	131.3	182	197.5	176.3	243.5
201026_at	147.5	104.5	167.3	175.8	193.5	132	197.8	169.3	155	217.3
201027_s_at	187.8	143.3	214.3	221.5	200	166.8	217.3	214	234	292
201028_s_at	254.3	270.5	389.3	645.5	671.5	265.3	334.8	385.5	454.5	601.8
201029_s_at	526.8	611.3	888	1219.8	1257	534.3	809.8	789.3	1022.5	1015.8
201030_x_at	468.3	675.3	1012.8	850.8	518.3	495.3	1218.5	961	1196.5	1132
201031_s_at	430.3	646.5	981.8	744	1426.8	509.8	1149.3	806.3	1385.8	638
201032_at	309.8	345.8	869.5	384	603	322	798	854	730.3	736
201033_x_at	6171.5	6183.3	10568	7166	9909.5	5513	13411	8318.8	8058.8	8144.3
201034_at	669.8	836.8	1524	1302	541	474.8	1500.5	1787.3	1740.3	1202.3
201035_s_at	169.8	217.5	265.5	245.3	330.3	214.5	240	238.5	242	367.3
201036_s_at	132.3	124.8	126.8	160.3	166.3	139.3	155	131.8	158.8	206.8
201037_at	355.8	445.3	388.3	466.3	1034.3	387	306.8	346.3	396.3	442.8
201038_s_at	165	183	299	223.5	317.3	174.8	227.5	326.3	403.3	331
201039_s_at	198.8	225.8	471	311.5	438.8	259.5	364.3	421	359.3	393
201040_at	442.3	329.3	1365.8	1157.8	1452.5	706.5	1016.5	1118.3	932.8	1269.5
201041_s_at	333	392.3	4315.5	2638.3	1084	201	3581.3	3835.3	4558.3	3289.5
201042_at	121.8	93.3	167	167.8	197.8	130.5	164.5	143.3	166	282.3
201043_s_at	123.3	127.3	245	234	250.8	142.5	195.5	235.5	207.5	350
201044_x_at	121	119.3	602.8	323	259.8	119.8	351.5	436.8	503.8	644.8
201045_s_at	127	101	151	176	188.3	115.8	163.8	159	179	273.3
201046_s_at	360	361.5	672	405.5	747.8	415.5	435.8	539.5	573	747
201047_x_at	248.5	229.3	376.5	283.5	443.5	227.3	303.3	358	426.5	375
201048_x_at	120.8	99	146	181.5	196.5	96.3	165	149.5	175.8	265.5
201049_s_at	6889	6992.3	12463	6684.3	9664.5	6577	15956.5	9906	10140.8	9074.5
201050_at	187.3	146.5	315.3	259	342.5	229.8	264.5	249.3	311	373.5
201051_at	499.8	400.5	895.8	752	1064.8	431.8	527.8	857.8	829.5	594.5
201052_s_at	181.8	196.3	320.3	282	404.5	175.5	263.8	306.3	347.5	400
201053_s_at	137.8	121.8	137.8	193.5	235.5	122.3	130.8	135.3	185.3	221
201054_at	142.3	161.3	259.5	230.3	294.5	159.8	158.3	193.5	273.3	274.8
201055_s_at	247	236.3	363.8	355	327.3	207.8	262	339.8	270.8	346.5
201056_at	152.3	142.3	182.5	226.8	200.3	159.3	197	209.8	205.5	286.8
201057_s_at	228	286.3	235	278.8	235	246.3	307.5	335.3	292.3	315
201058_s_at	100	180.8	97	275.8	250.3	104.3	131.8	107	130.8	234.5
201059_at	184.3	142.3	186.8	258	285	145.5	201	195.5	225	345.5
201060_x_at	132.5	126.8	187.3	193	195	122.8	187.3	169.5	230	236.3
201061_s_at	112.5	162	184.3	118.5	161.8	114.5	176.3	164.3	291.3	279
201062_at	61.3	58.8	71.5	71	85.8	74.5	67.3	67	92	136.5
201063_at	109	102.3	131.8	117.8	142.5	100.8	153	112.5	149.3	200.3
201064_s_at	387.8	275.8	569	542.5	542.8	348	649.8	574	580.3	559.3
201065_s_at	495	484.8	717.8	722	1029	770.5	630.8	861.8	705	647.8
201066_at	203	310	350.3	215.5	504.8	281.3	355	335.3	374.5	439.3
201067_at	245	185.3	277.8	323.5	356.5	266.3	302.5	282	328.5	375
201068_s_at	237.3	242	370.8	357.5	469.3	302.3	348.3	348.3	429.8	480.5
201069_at	141.8	145.3	214.8	190.8	244	180.8	173.5	197.3	196.5	375
201070_x_at	438	539	1145.3	1196.3	1125.5	610.3	1228.5	1114.5	845.3	973.5
201071_x_at	1342.5	1474	1936.8	1742	2271.5	1900	2282.5	2476.5	2415.3	1734.8
201072_s_at	158	139.3	291.3	260.5	300.5	201.3	222.3	267	245.8	385.3
201073_s_at	216.3	152.8	438	359.8	427.5	187	437.3	462.3	333.5	388
201074_at	241.8	344.5	383.5	302	435.3	357.5	329.3	351.5	475.8	416.3
201075_s_at	160.8	200	314.8	223.3	298.3	195	279.5	342.5	355.3	458.5
201076_at	344.8	278.3	548.5	494	646	330.8	385	489.5	546.5	581.3
201077_s_at	304.8	464.5	730.8	469.8	883.3	393.5	634.8	590.3	761.5	821
201078_at	309.3	200	520.5	380.8	600.8	229	372.5	515.8	522.5	446.8
201079_at	548.8	1233.8	1353.8	1105.3	1970.8	937.5	1037.3	1021	1152.8	1170.8
201080_at	248.3	210.3	338.3	319.3	411.5	264.3	312	338.8	355.3	473
201081_s_at	265	177.5	379.3	339	397.8	200	348.3	341	239.3	365
201082_s_at	113.8	147.3	211	196.5	249.3	151.3	155.3	200	235.5	273.8
201083_s_at	73	60.3	98	111.3	86.3	81.5	96	93.8	129.3	197.8
201084_s_at	455	511	637.3	648	535	493.3	658.8	897.8	826.5	606.3
201085_s_at	885	782	1308.8	1274	1403	513.8	1043.5	1056	672.8	545.8
201086_x_at	484.3	830.3	712.3	551.5	1265.5	593.3	690.5	768	1096.5	595.3
201087_at	235.5	156.5	315.3	303.8	335.3	255.5	284.5	252.5	359.8	413.3
201088_at	154.3	101.3	141.3	217.5	172.3	142.5	167.8	178.5	226.3	174.3
201089_at	226	242.3	355.8	323.3	464	271.5	388	381.5	421	428.8
201090_x_at	1326	1986	1817.5	2592.8	3342	1604.3	1842.5	1452.8	1758.8	1375.3
201091_s_at	130.3	106.3	188	158.8	264.8	144.5	125.8	226.5	253.3	251.8
201092_at	459	393.5	646.8	569	640	456	398.5	579	698.3	820.3
201093_x_at	335.5	399.8	647.8	632	890	446	550.5	565.5	607.8	554.3
201094_at	4801.3	5113.5	8424.8	6560	6794.5	4288.5	8563.5	6754	8437.8	5607.5
201095_at	215.5	214.8	381	256.5	388.3	223.5	377.3	304.8	369.5	401.5
201096_s_at	198	166.5	267.3	222.8	372.8	176.8	318	256	323.3	299.5
201097_s_at	259.3	291.3	376	239.3	461.3	201.8	307.8	377	467	414.8
201098_at	171.5	222.3	222.3	211.3	419.8	200.3	256	223	276.3	380
201099_at	191.3	179.3	222.3	254.8	252.3	202.5	243.5	270.3	244.3	298.8
201100_s_at	391.8	439.5	577	441.3	661.5	488.3	612.8	630.8	647	500.3
201101_s_at	309.5	157.3	770.5	861.3	537.3	254.3	735.5	679.5	532.3	492.8
201102_s_at	258.3	196.5	381.8	414.5	458.8	334	366	412.8	378.5	428
201103_x_at	763.3	1224.8	2170.3	1880.8	2490.5	1685.8	2752	2295	2268.8	1400.5
201104_x_at	693.5	869.5	2143.5	1756.3	2491.8	1343.8	2509.8	2652.8	2333.3	1815
201105_at	113.5	237.3	344.8	1030.5	473.3	436.5	732.8	391.5	605	669.5
201106_at	361	506	550.5	517.8	1000	359.8	546.8	615	554.8	653
201107_s_at	100.3	87.5	122.5	137.5	147	106	130	117.5	150.3	273.8
201108_s_at	154.8	124.8	212.8	250.8	246.3	138.8	191.8	208	257.5	335
201109_s_at	72.3	83.8	124.5	125.5	152	83.5	162.5	127.3	144	248.8
201110_s_at	65.8	54.3	78.5	70	75.8	70.8	77.3	81.3	110.3	180
201111_at	103.3	108.8	119	134.5	161	140	134.8	109.5	128.3	189.3
201112_s_at	246.5	173	330.3	327.3	449	234	306.5	390.3	461	475.3
201113_at	385.3	499.8	600	458	882.3	427.5	578.3	553	633.8	626.5
201114_x_at	375.3	627	711.3	527.5	777	477.8	722.3	616.8	720.3	770.5
